locus_tag	ftype	length_bp	gene	EC_number	COG	product
AMANMOLG_03381	CDS	687				hypothetical protein
AMANMOLG_03382	CDS	1701		1.3.99.-	COG3573	KsdD-like steroid dehydrogenase
AMANMOLG_03383	CDS	639				hypothetical protein
AMANMOLG_03384	CDS	672				hypothetical protein
AMANMOLG_03385	CDS	240	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
AMANMOLG_03386	CDS	675	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
AMANMOLG_03387	CDS	474				hypothetical protein
AMANMOLG_03388	CDS	729				hypothetical protein
AMANMOLG_03389	CDS	1044			COG2141	putative protein
AMANMOLG_03390	CDS	810	nagR		COG2188	HTH-type transcriptional repressor NagR
AMANMOLG_03391	CDS	306		1.-.-.-	COG1359	Putative monooxygenase
AMANMOLG_03392	CDS	1500	lpdA_2	1.8.1.4		Dihydrolipoyl dehydrogenase
AMANMOLG_03393	CDS	1035				hypothetical protein
AMANMOLG_03394	CDS	204				hypothetical protein
AMANMOLG_03395	CDS	447				hypothetical protein
AMANMOLG_03396	CDS	906	hcaB_3	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
AMANMOLG_03397	CDS	756				hypothetical protein
AMANMOLG_03398	CDS	627				hypothetical protein
AMANMOLG_03399	CDS	252				hypothetical protein
AMANMOLG_03400	CDS	255				hypothetical protein
AMANMOLG_03401	CDS	114				hypothetical protein
AMANMOLG_03402	tRNA	75				tRNA-Leu(taa)
AMANMOLG_03403	CDS	765				hypothetical protein
AMANMOLG_03404	CDS	147				hypothetical protein
AMANMOLG_03405	CDS	1233				hypothetical protein
AMANMOLG_03406	CDS	1632	dmdB	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
AMANMOLG_03407	CDS	1059	ord_2	1.4.1.26		2,4-diaminopentanoate dehydrogenase
AMANMOLG_03408	CDS	474				hypothetical protein
AMANMOLG_03409	CDS	864	egtC_2	3.5.1.118		Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
AMANMOLG_03410	CDS	885				hypothetical protein
AMANMOLG_03411	CDS	1083			COG1752	putative NTE family protein
AMANMOLG_03412	CDS	384				hypothetical protein
AMANMOLG_03413	CDS	567				hypothetical protein
AMANMOLG_03414	CDS	396				hypothetical protein
AMANMOLG_03415	CDS	2004				hypothetical protein
AMANMOLG_03416	CDS	1392				hypothetical protein
AMANMOLG_03417	CDS	141				hypothetical protein
AMANMOLG_03418	CDS	1764				hypothetical protein
AMANMOLG_03419	CDS	774	echA8_3	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
AMANMOLG_03420	CDS	1038	caiD_5	4.2.1.149		Carnitinyl-CoA dehydratase
AMANMOLG_03421	CDS	837				hypothetical protein
AMANMOLG_03422	CDS	861				hypothetical protein
AMANMOLG_03423	CDS	1218	fadA_3	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
AMANMOLG_03424	CDS	951		3.1.-.-	COG2755	GDSL-like esterase
AMANMOLG_03425	CDS	1068	aes_3	3.1.1.-		Acetyl esterase
AMANMOLG_03426	CDS	1395	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
AMANMOLG_03427	CDS	477	pra		COG1714	Proline-rich antigen 
AMANMOLG_03428	CDS	1167	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
AMANMOLG_03429	CDS	495	greA		COG0782	Transcription elongation factor GreA
AMANMOLG_03430	CDS	435				hypothetical protein
AMANMOLG_03431	CDS	867	mca	3.5.1.115	COG2120	Mycothiol S-conjugate amidase
AMANMOLG_03432	CDS	267				hypothetical protein
AMANMOLG_03433	CDS	2022				hypothetical protein
AMANMOLG_03434	CDS	729				hypothetical protein
AMANMOLG_03435	CDS	789		2.5.1.68	COG0020	(2Z,6E)-farnesyl diphosphate synthase
AMANMOLG_03436	CDS	2205				hypothetical protein
AMANMOLG_03437	CDS	312				hypothetical protein
AMANMOLG_03438	CDS	306				hypothetical protein
AMANMOLG_03439	CDS	456				hypothetical protein
AMANMOLG_03440	CDS	879				hypothetical protein
AMANMOLG_03441	CDS	3579	metH	2.1.1.13	COG0646	Methionine synthase
AMANMOLG_03442	CDS	1491				hypothetical protein
AMANMOLG_03443	CDS	282	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
AMANMOLG_03444	CDS	855	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
AMANMOLG_03445	CDS	483				hypothetical protein
AMANMOLG_03446	CDS	837				hypothetical protein
AMANMOLG_03447	CDS	771	trmI	2.1.1.220	COG2519	tRNA (adenine(58)-N(1))-methyltransferase TrmI
AMANMOLG_03448	CDS	294				hypothetical protein
AMANMOLG_03449	CDS	570	lppK			Putative lipoprotein LppK
AMANMOLG_03450	CDS	1830	mpa		COG0464	Proteasome-associated ATPase
AMANMOLG_03451	CDS	642				hypothetical protein
AMANMOLG_03452	CDS	1194				hypothetical protein
AMANMOLG_03453	CDS	228				hypothetical protein
AMANMOLG_03454	CDS	1518	dop	3.4.-.-		Pup deamidase/depupylase
AMANMOLG_03455	CDS	195	pup			Prokaryotic ubiquitin-like protein Pup
AMANMOLG_03456	CDS	876	prcB	3.4.25.1	COG0638	Proteasome subunit beta
AMANMOLG_03457	CDS	711	prcA	3.4.25.1	COG0638	Proteasome subunit alpha
AMANMOLG_03458	CDS	732				putative PPE family protein PPE36
AMANMOLG_03459	CDS	297	lipY_3	3.1.1.3		Triacylglycerol lipase
AMANMOLG_03460	CDS	258				hypothetical protein
AMANMOLG_03461	CDS	255				hypothetical protein
AMANMOLG_03462	CDS	435		3.1.-.-		Ribonuclease VapC37
AMANMOLG_03463	CDS	834			COG4279	putative protein
AMANMOLG_03464	CDS	2541				hypothetical protein
AMANMOLG_03465	CDS	1653				hypothetical protein
AMANMOLG_03466	CDS	300				hypothetical protein
AMANMOLG_03467	CDS	1170				hypothetical protein
AMANMOLG_03468	CDS	1344	pafA	6.3.1.19		Pup--protein ligase
AMANMOLG_03469	CDS	999	pafB		COG2378	Protein PafB
AMANMOLG_03470	CDS	951	pafC		COG2378	Protein PafC
AMANMOLG_03471	CDS	252	tatA			Sec-independent protein translocase protein TatA
AMANMOLG_03472	CDS	855	tatC		COG0805	Sec-independent protein translocase protein TatC
AMANMOLG_03473	CDS	2721	helY	3.6.4.-	COG4581	putative helicase HelY
AMANMOLG_03474	CDS	735				putative protein
AMANMOLG_03475	CDS	921		3.1.11.-	COG0258	5'-3' exonuclease
AMANMOLG_03476	CDS	1215	pepE	3.4.13.-	COG0006	putative dipeptidase PepE
AMANMOLG_03477	CDS	1770	pknJ	2.7.11.1		Serine/threonine-protein kinase PknJ
AMANMOLG_03478	CDS	606				hypothetical protein
AMANMOLG_03479	CDS	1143				putative protein
AMANMOLG_03480	CDS	945				hypothetical protein
AMANMOLG_03481	CDS	771				putative protein
AMANMOLG_03482	CDS	543				hypothetical protein
AMANMOLG_03483	CDS	2196	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
AMANMOLG_03484	CDS	2067	glgE	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase
AMANMOLG_03485	CDS	2592	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
AMANMOLG_03486	CDS	1977	dinG	3.6.4.12	COG1199	putative ATP-dependent helicase DinG 
AMANMOLG_03487	CDS	1347	pncB1	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB1
AMANMOLG_03488	CDS	306	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
AMANMOLG_03489	CDS	591				putative protein
AMANMOLG_03490	CDS	1035		3.4.11.-	COG3191	putative aminopeptidase
AMANMOLG_03491	CDS	414	mec	3.13.1.6	COG1310	CysO-cysteine peptidase
AMANMOLG_03492	CDS	282	cysO		COG1977	Sulfur carrier protein CysO
AMANMOLG_03493	CDS	972	cysM	2.5.1.113	COG0031	O-phosphoserine sulfhydrylase
AMANMOLG_03494	CDS	684				hypothetical protein
AMANMOLG_03495	CDS	816	murI	5.1.1.3	COG0796	Glutamate racemase
AMANMOLG_03496	CDS	759			COG1234	putative protein
AMANMOLG_03497	CDS	780	rph	2.7.7.56	COG0689	Ribonuclease PH
AMANMOLG_03498	CDS	606		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
AMANMOLG_03499	CDS	363				putative protein
AMANMOLG_03500	CDS	381				hypothetical protein
AMANMOLG_03501	CDS	255	mbtL		COG0236	Acyl carrier protein MbtL
AMANMOLG_03502	CDS	1566	mbtM	6.2.1.20	COG0318	Long-chain-fatty-acid--[acyl-carrier-protein] ligase MbtM
AMANMOLG_03503	CDS	1161	mbtN	1.3.99.-		Acyl-[acyl-carrier-protein] dehydrogenase MbtN
AMANMOLG_03504	CDS	633	mbtK	2.3.1.-	COG1670	Lysine N-acyltransferase MbtK
AMANMOLG_03505	tRNA	85				tRNA-Leu(tag)
AMANMOLG_03506	CDS	2580	irtA	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtA
AMANMOLG_03507	CDS	1740	irtB	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtB
AMANMOLG_03508	CDS	744	fabG2_2	1.-.-.-		putative oxidoreductase
AMANMOLG_03509	CDS	273				hypothetical protein
AMANMOLG_03510	CDS	372				putative protein
AMANMOLG_03511	CDS	786				HTH-type transcriptional repressor
AMANMOLG_03512	CDS	1872				hypothetical protein
AMANMOLG_03513	CDS	2148				hypothetical protein
AMANMOLG_03514	CDS	756				hypothetical protein
AMANMOLG_03515	CDS	867			COG2199	putative signaling protein
AMANMOLG_03516	CDS	141				hypothetical protein
AMANMOLG_03517	CDS	795				hypothetical protein
AMANMOLG_03518	CDS	2643			COG2771	Putative HTH-type transcriptional regulator
AMANMOLG_03519	CDS	606				hypothetical protein
AMANMOLG_03520	CDS	237				hypothetical protein
AMANMOLG_03521	CDS	1023			COG2141	putative protein
AMANMOLG_03522	CDS	591				PPE family protein PPE18
AMANMOLG_03523	CDS	1278	yhjE			Inner membrane metabolite transport protein YhjE
AMANMOLG_03524	CDS	987	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
AMANMOLG_03525	CDS	1065	dapE_2	3.5.1.18	COG0624	Putative succinyl-diaminopimelate desuccinylase DapE
AMANMOLG_03526	CDS	585				hypothetical protein
AMANMOLG_03527	CDS	783				hypothetical protein
AMANMOLG_03528	CDS	909				hypothetical protein
AMANMOLG_03529	CDS	564	log	3.2.2.-	COG1611	Cytokinin riboside 5'-monophosphate phosphoribohydrolase
AMANMOLG_03530	CDS	1794	menE_3	6.2.1.26		2-succinylbenzoate--CoA ligase
AMANMOLG_03531	CDS	246				hypothetical protein
AMANMOLG_03532	CDS	825	folP2		COG0294	Inactive dihydropteroate synthase 2
AMANMOLG_03533	CDS	975	gpgS	2.4.1.266	COG0463	Glucosyl-3-phosphoglycerate synthase
AMANMOLG_03534	CDS	369				hypothetical protein
AMANMOLG_03535	CDS	615	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
AMANMOLG_03536	CDS	168				hypothetical protein
AMANMOLG_03537	CDS	1164	glgM	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
AMANMOLG_03538	CDS	1215	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
AMANMOLG_03539	CDS	333				PE-PGRS family protein PE_PGRS16
AMANMOLG_03540	CDS	1686	cocE_2	3.1.1.84		Cocaine esterase
AMANMOLG_03541	CDS	675				hypothetical protein
AMANMOLG_03542	CDS	1647			COG3559	Multidrug efflux system permease protein
AMANMOLG_03543	CDS	936		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
AMANMOLG_03544	CDS	639	raaS			HTH-type transcriptional regulatory protein RaaS
AMANMOLG_03545	CDS	744		2.1.1.-	COG4122	Putative O-methyltransferase
AMANMOLG_03546	CDS	633	sigE		COG1595	ECF RNA polymerase sigma factor SigE
AMANMOLG_03547	CDS	465	rseA			Anti-sigma-E factor RseA
AMANMOLG_03548	CDS	1575				hypothetical protein
AMANMOLG_03549	CDS	396	tatB			Sec-independent protein translocase protein TatB
AMANMOLG_03550	CDS	831	hdpA	3.1.3.-		Dihydroxyacetone phosphatase
AMANMOLG_03551	CDS	1464				hypothetical protein
AMANMOLG_03552	CDS	435				hypothetical protein
AMANMOLG_03553	CDS	558				hypothetical protein
AMANMOLG_03554	CDS	1146	mrp		COG0489	Iron-sulfur cluster carrier protein
AMANMOLG_03555	CDS	1236				hypothetical protein
AMANMOLG_03556	CDS	543				hypothetical protein
AMANMOLG_03557	CDS	1308				hypothetical protein
AMANMOLG_03558	CDS	297				hypothetical protein
AMANMOLG_03559	CDS	528				hypothetical protein
AMANMOLG_03560	CDS	1407	lpqY		COG1653	Trehalose-binding lipoprotein LpqY
AMANMOLG_03561	CDS	924	sugA		COG1175	Trehalose transport system permease protein SugA
AMANMOLG_03562	CDS	840	sugB		COG0395	Trehalose transport system permease protein SugB
AMANMOLG_03563	CDS	1182	sugC	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
AMANMOLG_03564	CDS	1101	corA		COG0598	Cobalt/magnesium transport protein CorA
AMANMOLG_03565	CDS	990	mdh	1.1.1.37	COG0039	Malate dehydrogenase
AMANMOLG_03566	CDS	270				Antitoxin VapB33
AMANMOLG_03567	CDS	432		3.1.-.-	COG1848	Ribonuclease VapC33
AMANMOLG_03568	CDS	462				hypothetical protein
AMANMOLG_03569	CDS	747				IS21 family transposase ISAau2
AMANMOLG_03570	CDS	366				hypothetical protein
AMANMOLG_03571	CDS	348				hypothetical protein
AMANMOLG_03572	CDS	1761				hypothetical protein
AMANMOLG_03573	CDS	969	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
AMANMOLG_03574	CDS	876			COG5285	putative protein
AMANMOLG_03575	CDS	345				hypothetical protein
AMANMOLG_03576	CDS	726	ppm1_1	2.4.1.-		Polyprenol monophosphomannose synthase
AMANMOLG_03577	CDS	1275				putative protein
AMANMOLG_03578	CDS	1098				hypothetical protein
AMANMOLG_03579	CDS	489	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
AMANMOLG_03580	CDS	1386		3.4.16.-	COG2027	Carboxypeptidase
AMANMOLG_03581	CDS	1074				hypothetical protein
AMANMOLG_03582	CDS	972	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
AMANMOLG_03583	CDS	609	hpt	2.4.2.8	COG0634	Hypoxanthine-guanine phosphoribosyltransferase
AMANMOLG_03584	CDS	837				hypothetical protein
AMANMOLG_03585	CDS	300				PE family protein PE13
AMANMOLG_03586	CDS	1242				hypothetical protein
AMANMOLG_03587	CDS	297	esxW			ESAT-6-like protein EsxW
AMANMOLG_03588	CDS	285	esxL			ESAT-6-like protein EsxL
AMANMOLG_03589	CDS	1188	limB	1.14.13.107		Limonene 1,2-monooxygenase
AMANMOLG_03590	CDS	969	ephA_3	3.3.2.10		Epoxide hydrolase A
AMANMOLG_03591	CDS	1179	espA			ESX-1 secretion-associated protein EspA
AMANMOLG_03592	CDS	312	espC			ESX-1 secretion-associated protein EspC
AMANMOLG_03593	CDS	573	espD			ESX-1 secretion-associated protein EspD
AMANMOLG_03594	CDS	2283	ftsH_2	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
AMANMOLG_03595	CDS	609	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
AMANMOLG_03596	CDS	828	folP1	2.5.1.15	COG0294	Dihydropteroate synthase
AMANMOLG_03597	CDS	402	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
AMANMOLG_03598	CDS	567	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
AMANMOLG_03599	CDS	477				hypothetical protein
AMANMOLG_03600	CDS	1194				hypothetical protein
AMANMOLG_03601	CDS	912				hypothetical protein
AMANMOLG_03602	CDS	930	panC	6.3.2.1	COG0414	Pantothenate synthetase
AMANMOLG_03603	CDS	420	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
AMANMOLG_03604	CDS	819	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
AMANMOLG_03605	CDS	1518	lysS1	6.1.1.6	COG1190	Lysine--tRNA ligase 1
AMANMOLG_03606	CDS	339	lsr2			Nucleoid-associated protein Lsr2
AMANMOLG_03607	CDS	2547	clpC1		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpC1
AMANMOLG_03608	CDS	870				hypothetical protein
AMANMOLG_03609	CDS	234				hypothetical protein
AMANMOLG_03610	CDS	609				hypothetical protein
AMANMOLG_03611	CDS	147				hypothetical protein
AMANMOLG_03612	CDS	291				hypothetical protein
AMANMOLG_03613	CDS	594				hypothetical protein
AMANMOLG_03614	CDS	324				hypothetical protein
AMANMOLG_03615	CDS	1035				putative HTH-type transcriptional regulator
AMANMOLG_03616	CDS	1386		1.14.-.-		Putative cytochrome P450 132
AMANMOLG_03617	CDS	1479		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
AMANMOLG_03618	CDS	1212	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
AMANMOLG_03619	CDS	1257	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
AMANMOLG_03620	CDS	333	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
AMANMOLG_03621	CDS	627	gmk	2.7.4.8	COG0194	Guanylate kinase
AMANMOLG_03622	CDS	318				hypothetical protein
AMANMOLG_03623	CDS	1620				putative PPE family protein PPE20
AMANMOLG_03624	CDS	309				PE family immunomodulator PE15
AMANMOLG_03625	CDS	825	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
AMANMOLG_03626	CDS	3348	carB_2	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
AMANMOLG_03627	CDS	1131	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
AMANMOLG_03628	CDS	498				hypothetical protein
AMANMOLG_03629	CDS	1293	pyrC	3.5.2.3	COG0044	Dihydroorotase
AMANMOLG_03630	CDS	960	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
AMANMOLG_03631	CDS	582	pyrR		COG2065	Bifunctional protein PyrR
AMANMOLG_03632	CDS	1290				hypothetical protein
AMANMOLG_03633	CDS	681				putative protein
AMANMOLG_03634	CDS	1494				hypothetical protein
AMANMOLG_03635	CDS	1320				hypothetical protein
AMANMOLG_03636	CDS	981		2.8.2.-		Glycolipid sulfotransferase
AMANMOLG_03637	CDS	1182		2.3.1.-	COG3424	Alpha-pyrone synthesis polyketide synthase-like Pks18
AMANMOLG_03638	CDS	1470				hypothetical protein
AMANMOLG_03639	CDS	786	lprF			Putative diacylated glycolipid transporter LprF
AMANMOLG_03640	CDS	1206			COG1680	putative protein
AMANMOLG_03641	CDS	228				hypothetical protein
AMANMOLG_03642	CDS	792			COG2357	putative protein
AMANMOLG_03643	CDS	387	rsfA_2		COG1366	Anti-sigma-F factor antagonist RsfA
AMANMOLG_03644	CDS	1962			COG1366	putative protein
AMANMOLG_03645	CDS	786				putative protein
AMANMOLG_03646	CDS	663				putative protein
AMANMOLG_03647	CDS	747				hypothetical protein
AMANMOLG_03648	CDS	1029				hypothetical protein
AMANMOLG_03649	CDS	612	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
AMANMOLG_03650	CDS	813	COQ3_3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
AMANMOLG_03651	CDS	861	pip	3.4.11.5		Proline iminopeptidase
AMANMOLG_03652	CDS	1329				hypothetical protein
AMANMOLG_03653	CDS	1005	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
AMANMOLG_03654	CDS	651	narL		COG2197	putative transcriptional regulatory protein NarL
AMANMOLG_03655	CDS	1278	narS	2.7.13.3	COG4585	putative sensor histidine kinase NarS
AMANMOLG_03656	CDS	1515	mmcO	1.16.3.1	COG2132	Multicopper oxidase MmcO
AMANMOLG_03657	CDS	417	lpqS			Lipoprotein LpqS
AMANMOLG_03658	CDS	1215	cysK2	2.5.1.-	COG0031	S-sulfocysteine synthase
AMANMOLG_03659	CDS	1260	mdtH			Multidrug resistance protein MdtH
AMANMOLG_03660	CDS	333				hypothetical protein
AMANMOLG_03661	CDS	828	ptlF	1.1.1.340		1-deoxy-11-beta-hydroxypentalenate dehydrogenase
AMANMOLG_03662	CDS	735				hypothetical protein
AMANMOLG_03663	CDS	1683	kdc	4.1.1.-	COG3961	Alpha-keto-acid decarboxylase
AMANMOLG_03664	CDS	444				hypothetical protein
AMANMOLG_03665	CDS	1080	uctC_2	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
AMANMOLG_03666	CDS	405				hypothetical protein
AMANMOLG_03667	CDS	474				hypothetical protein
AMANMOLG_03668	CDS	1194	dapC	2.6.1.17	COG0436	putative N-succinyldiaminopimelate aminotransferase DapC
AMANMOLG_03669	CDS	1212	fadA_4	2.3.1.-	COG0183	Putative acyltransferase
AMANMOLG_03670	CDS	2163	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
AMANMOLG_03671	CDS	1650				hypothetical protein
AMANMOLG_03672	CDS	2271				hypothetical protein
AMANMOLG_03673	CDS	234				hypothetical protein
AMANMOLG_03674	CDS	504	moaC2	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase 2
AMANMOLG_03675	CDS	483	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
AMANMOLG_03676	CDS	426	moaE2_2	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 2
AMANMOLG_03677	CDS	1224	rpfA	3.-.-.-		Resuscitation-promoting factor RpfA
AMANMOLG_03678	CDS	279				hypothetical protein
AMANMOLG_03679	CDS	1083	moaA2	4.1.99.22	COG2896	GTP 3',8-cyclase 2
AMANMOLG_03680	CDS	390	yccF		COG3304	Inner membrane protein YccF
AMANMOLG_03681	CDS	408				hypothetical protein
AMANMOLG_03682	CDS	1230				hypothetical protein
AMANMOLG_03683	CDS	864				hypothetical protein
AMANMOLG_03684	CDS	2565			COG0574	putative protein
AMANMOLG_03685	CDS	657				hypothetical protein
AMANMOLG_03686	CDS	1506	pnbA_3	3.1.1.-	COG2272	Para-nitrobenzyl esterase
AMANMOLG_03687	CDS	351				hypothetical protein
AMANMOLG_03688	CDS	561	pncA	3.5.1.19	COG1335	Nicotinamidase/pyrazinamidase
AMANMOLG_03689	CDS	798				hypothetical protein
AMANMOLG_03690	CDS	1320				hypothetical protein
AMANMOLG_03691	CDS	864	lacF			Lactose transport system permease protein LacF
AMANMOLG_03692	CDS	843	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
AMANMOLG_03693	CDS	1074	msiK_2	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
AMANMOLG_03694	CDS	975				hypothetical protein
AMANMOLG_03695	CDS	642				hypothetical protein
AMANMOLG_03696	CDS	489				hypothetical protein
AMANMOLG_03697	CDS	324			COG0640	HTH-type transcriptional regulator
AMANMOLG_03698	CDS	759				hypothetical protein
AMANMOLG_03699	CDS	996	acg	1.-.-.-		Putative NAD(P)H nitroreductase acg
AMANMOLG_03700	CDS	435	hspX		COG0071	Alpha-crystallin
AMANMOLG_03701	CDS	2040			COG1926	putative protein
AMANMOLG_03702	CDS	1020	pfkB	2.7.1.11	COG1105	Putative ATP-dependent 6-phosphofructokinase isozyme 2
AMANMOLG_03703	CDS	840			COG0589	Universal stress protein
AMANMOLG_03704	CDS	1722	dosT	2.7.13.3	COG2203	Oxygen sensor histidine kinase response regulator DosT
AMANMOLG_03705	CDS	885			COG0589	Universal stress protein
AMANMOLG_03706	CDS	960			COG0053	putative cation efflux system protein
AMANMOLG_03707	CDS	4821				hypothetical protein
AMANMOLG_03708	CDS	897				hypothetical protein
AMANMOLG_03709	CDS	237				hypothetical protein
AMANMOLG_03710	CDS	633				hypothetical protein
AMANMOLG_03711	CDS	360				hypothetical protein
AMANMOLG_03712	CDS	606	higB2_2		COG4683	Putative toxin HigB2
AMANMOLG_03713	CDS	306	higA2_2			Putative antitoxin HigA2
AMANMOLG_03714	CDS	288				hypothetical protein
AMANMOLG_03715	CDS	351		3.1.-.-		Putative ribonuclease VapC45
AMANMOLG_03716	CDS	720			COG2442	Putative antitoxin VapB45
AMANMOLG_03717	CDS	1041				hypothetical protein
AMANMOLG_03718	CDS	612				hypothetical protein
AMANMOLG_03719	CDS	126				hypothetical protein
AMANMOLG_03720	CDS	867			COG2141	putative protein
AMANMOLG_03721	CDS	342				hypothetical protein
AMANMOLG_03722	CDS	1035				hypothetical protein
AMANMOLG_03723	CDS	1554	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
AMANMOLG_03724	CDS	1533	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
AMANMOLG_03725	CDS	1080	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
AMANMOLG_03726	CDS	1470	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
AMANMOLG_03727	CDS	1575	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
AMANMOLG_03728	CDS	1233	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
AMANMOLG_03729	CDS	1485	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
AMANMOLG_03730	CDS	945	ftsQ		COG1589	Cell division protein FtsQ
AMANMOLG_03731	CDS	1140	ftsZ		COG0206	Cell division protein FtsZ
AMANMOLG_03732	CDS	804		1.10.3.-	COG1496	Polyphenol oxidase
AMANMOLG_03733	CDS	777			COG0325	Pyridoxal phosphate homeostasis protein
AMANMOLG_03734	CDS	657	sepF		COG1799	Cell division protein SepF
AMANMOLG_03735	CDS	288				hypothetical protein
AMANMOLG_03736	CDS	783			COG3599	Cell wall synthesis protein Wag31
AMANMOLG_03737	CDS	357				hypothetical protein
AMANMOLG_03738	CDS	1059	pyrE_2	2.4.2.10		Orotate phosphoribosyltransferase
AMANMOLG_03739	CDS	216	parD2			Antitoxin ParD2
AMANMOLG_03740	CDS	318	parE2			Toxin ParE2
AMANMOLG_03741	tRNA	87				tRNA-Leu(gag)
AMANMOLG_03742	CDS	1347	dapE_3	3.5.1.18		Succinyl-diaminopimelate desuccinylase
AMANMOLG_03743	CDS	531				hypothetical protein
AMANMOLG_03744	CDS	1119	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
AMANMOLG_03745	CDS	282				hypothetical protein
AMANMOLG_03746	CDS	1026				hypothetical protein
AMANMOLG_03747	CDS	309				hypothetical protein
AMANMOLG_03748	CDS	831	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
AMANMOLG_03749	CDS	711	pspA_2	3.1.3.3	COG0406	Phosphoserine phosphatase 1
AMANMOLG_03750	CDS	588				hypothetical protein
AMANMOLG_03751	CDS	837				hypothetical protein
AMANMOLG_03752	CDS	159				hypothetical protein
AMANMOLG_03753	CDS	246				hypothetical protein
AMANMOLG_03754	CDS	804	cysQ	3.1.3.7	COG1218	3'-phosphoadenosine 5'-phosphate phosphatase
AMANMOLG_03755	CDS	1245	mshC	6.3.1.13	COG0215	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
